loan_id,customer_id,name,loan_amount,emi_amount,emi_paid,total_emis,due_amount,last_payment_date,repayment_status,recovery_action,payment_method
467649,64965,Amber Stewart,443683.52,29578.9,3,15,354946.8,11-06-2025,Late,None,Bank Transfer
832327,10660,Dr. Christopher Chang,194359.45,5553.13,1,35,188806.42,11-09-2023,Late,Reminder Sent,Credit Card
529237,84926,Christina Kelley,467783.98,21262.91,7,22,318943.65,04-07-2024,On Time,None,Cash
285562,30129,Helen Elliott,259068.63,16191.79,11,16,80958.95,13-12-2024,Defaulted,Legal Notice,Cash
202275,82513,Heather Wright,252234.09,10966.7,17,23,65800.2,06-12-2024,Late,None,Bank Transfer
535983,10035,Debra Cole,417245.64,7726.77,28,54,200896.02,27-08-2024,On Time,Reminder Sent,Bank Transfer
501847,20367,Gabriel Eaton MD,480791.91,34342.28,11,14,103026.84,22-10-2023,Late,None,Cash
589363,20004,Dr. Theresa Rivera,72435.93,2336.64,24,31,16356.48,05-09-2023,Late,None,UPI
318060,34112,Ricardo Chapman,295317.25,8203.26,18,36,147658.68,10-07-2024,Late,Reminder Sent,UPI
842252,51542,Veronica Huerta,255412.33,4729.86,43,54,52028.46,12-11-2023,On Time,Collection Agency,Credit Card
748205,25847,Timothy Miller,588754.17,15096.26,37,39,30192.52,22-07-2023,On Time,Legal Notice,Cash
281761,47009,Anthony Santiago,243502.29,12175.11,11,20,109575.99,14-11-2023,Defaulted,None,Credit Card
274695,18679,Brenda Lewis,224831.27,6612.68,31,34,19838.04,26-07-2023,Defaulted,Reminder Sent,UPI
500626,38931,Stephen Bautista,800354.73,17399.02,25,46,365379.42,28-02-2024,On Time,Legal Notice,Credit Card
275790,93070,Christine Hill,987167.2,42920.31,20,23,128760.93,05-03-2024,Late,Legal Notice,Bank Transfer
797142,23922,Karen Bradley,584312.33,16694.64,8,35,450755.28,24-05-2024,,Reminder Sent,Bank Transfer
283130,68623,Bobby Bailey,211327.55,7826.95,14,27,101750.35,09-08-2023,On Time,Reminder Sent,UPI
561375,83222,Shane Kennedy,470637.14,18101.43,10,26,289622.88,15-11-2024,Late,Legal Notice,UPI
717802,15877,Justin Johnson,691204.49,13292.39,40,52,159508.68,16-02-2024,Defaulted,Legal Notice,Bank Transfer
878282,25306,Martin Moore,569384.91,9489.75,35,60,237243.75,12-01-2025,,Collection Agency,UPI
308285,94840,Rachel Ray,581838.98,24243.29,6,24,436379.22,04-12-2024,Late,Reminder Sent,UPI
897214,83587,Duane Morrison,901394.91,32192.68,27,28,32192.68,01-01-2024,Defaulted,Reminder Sent,Credit Card
122063,80478,Tanya Stokes,816817.29,32672.69,2,25,751471.87,19-11-2024,Late,None,UPI
591691,87951,James Lopez,441202.63,13369.78,16,33,227286.26,03-11-2023,Defaulted,Reminder Sent,UPI
190442,28783,Laura Anderson,26502.31,1204.65,17,22,6023.25,23-06-2023,Defaulted,Collection Agency,Credit Card
739788,34351,Steven Smith,590628.33,12304.76,20,48,344533.28,22-05-2025,Late,Legal Notice,Credit Card
216021,84446,Robert Cox,886651.01,35466.04,10,25,531990.6,25-04-2025,Late,Collection Agency,Bank Transfer
923403,27412,Melissa Collins,25693.79,494.11,50,52,988.22,26-06-2024,Late,Legal Notice,Credit Card
303296,55755,Teresa Short,257654.54,5052.05,20,51,156613.55,19-10-2023,On Time,Collection Agency,Bank Transfer
125002,16687,Brian Thompson,660766.9,15017.43,29,44,225261.45,30-05-2025,Defaulted,Collection Agency,UPI
764328,35008,Joseph Perez,249963.8,6096.68,33,41,48773.44,03-12-2024,,None,UPI
385605,75182,Alexander Howell MD,395309.26,6935.25,19,57,263539.5,24-03-2024,Late,Collection Agency,Credit Card
891326,83648,Kenneth Cook,542936.22,12626.42,13,43,378792.6,04-06-2024,Defaulted,None,UPI
915243,13579,Patrick Williams,55042.69,1079.27,31,51,21585.4,26-02-2025,Late,None,Bank Transfer
648547,91300,Stephen Hernandez,398438.59,7244.34,10,55,325995.3,16-03-2025,Late,Collection Agency,Credit Card
193543,37094,Charles Bennett,492777.81,10950.62,28,45,186160.54,22-12-2024,On Time,Reminder Sent,Cash
400116,51685,Sheila Alvarado,284621.06,14231.05,6,20,199234.7,09-05-2024,Late,Reminder Sent,Bank Transfer
859080,49380,Veronica Phelps,827672.51,17243.18,5,48,741456.74,02-09-2024,Defaulted,Collection Agency,Cash
229860,39805,Michael Perkins,400451.84,6674.2,20,60,266968,09-12-2023,Defaulted,Reminder Sent,UPI
579710,54136,Mark Montgomery,482883.27,37144.87,7,13,222869.22,28-03-2024,Defaulted,Legal Notice,UPI
683852,50499,Thomas Schneider,234714.21,8693.12,1,27,226021.12,30-01-2025,Defaulted,Legal Notice,Cash
155947,61161,Ashley Reid,659625.49,20613.3,30,32,41226.6,04-10-2023,Late,None,UPI
945591,14253,Joseph Hobbs,640539.73,11438.21,13,56,491843.03,09-05-2025,On Time,Legal Notice,Cash
267991,26456,Lisa Williamson,388415.95,8631.47,32,45,112209.11,10-06-2024,,None,Cash
892545,43683,Christopher Bell,157600.72,3216.34,15,49,109355.56,19-11-2023,Defaulted,Reminder Sent,Bank Transfer
331555,83937,Todd Ross,785782.65,17461.84,23,45,384160.48,23-12-2023,On Time,Reminder Sent,UPI
446879,93226,Brandi Young,738646.1,12735.28,41,58,216499.76,23-04-2025,Late,Reminder Sent,Bank Transfer
389487,45085,Darlene Frye,966444.78,16380.42,41,59,294847.56,17-04-2025,Late,Collection Agency,Bank Transfer
205189,23739,John Smith,859536.4,29639.19,9,29,592783.8,08-11-2023,Late,Legal Notice,Credit Card
160688,66274,John Green,429787.26,7410.13,36,58,163022.86,17-08-2023,Late,Reminder Sent,Cash
430801,41327,Clifford Norton,52183,4348.58,8,12,17394.32,24-05-2025,On Time,None,
177681,27261,Lindsey Singleton,318215,16748.16,5,19,234474.24,09-02-2025,Late,Reminder Sent,UPI
739523,72106,Timothy Rice,106623.68,1870.59,52,57,9352.95,11-09-2023,Defaulted,None,Bank Transfer
789025,52996,Daniel Smith,371173.4,9279.34,36,40,37117.36,17-01-2024,Defaulted,Collection Agency,UPI
569663,69737,Phillip Davis,481506.69,10467.54,16,46,314026.2,15-02-2024,Late,Collection Agency,Bank Transfer
570815,73824,David Blake,58568.87,4880.74,2,12,48807.4,23-06-2024,Defaulted,Collection Agency,Bank Transfer
149356,62230,Laurie Clark,903363.81,19220.51,30,47,326748.67,15-05-2025,Late,None,UPI
412127,71827,Kelsey Morgan,727284.74,36364.24,14,20,218185.44,02-06-2024,On Time,Legal Notice,Bank Transfer
588188,96307,Maria Brown,775549.3,55396.38,5,14,498567.42,27-11-2024,On Time,Collection Agency,Credit Card
806125,25279,Benjamin Vazquez,521492.01,12719.32,31,41,127193.2,01-06-2025,On Time,Reminder Sent,UPI
689460,35273,Alexander Jimenez,263946.98,14663.72,11,18,102646.04,06-03-2024,Late,Collection Agency,Bank Transfer
868292,26509,Sarah Anderson,646922.49,26955.1,3,24,566057.1,30-10-2024,Defaulted,Reminder Sent,Credit Card
876587,18585,Betty Riley,469601.94,9030.81,51,52,9030.81,03-02-2025,On Time,Legal Notice,Bank Transfer
201351,70621,Barry Rios,709143.29,25326.55,21,28,177285.85,02-12-2024,Late,None,Credit Card
674486,50626,Elizabeth Good MD,261889.22,7702.62,13,34,161755.02,09-10-2024,Late,Reminder Sent,Cash
967286,31472,Amanda Taylor,947410.24,25605.68,1,37,921804.48,31-03-2024,On Time,None,Cash
219187,34312,Mr. Dean Klein,575186.26,25008.1,1,23,550178.2,18-07-2024,Late,Collection Agency,UPI
636118,96237,Christopher Stephenson,21943.6,1828.63,9,12,5485.89,01-05-2025,Late,Reminder Sent,Cash
562197,88461,Laura Martin,343096.77,10396.87,12,33,218334.27,26-09-2023,Late,Legal Notice,Bank Transfer
796347,82267,Hannah Nelson,768718.05,29566.08,16,26,295660.8,16-05-2025,Defaulted,Legal Notice,Bank Transfer
869466,41756,Nathan Hernandez,715217.14,22350.54,0,32,715217.28,12-08-2024,Defaulted,Collection Agency,Credit Card
296371,22401,Meghan Freeman,931828.05,42355.82,21,22,42355.82,27-10-2023,Defaulted,None,UPI
734928,94925,Michael Bennett,278592.28,6633.15,4,42,252059.7,10-07-2023,Defaulted,Collection Agency,Credit Card
166210,79989,Emily Rodriguez,925098.36,34262.9,25,27,68525.8,18-06-2025,On Time,Legal Notice,Cash
802890,49880,Crystal Nguyen,142717.15,3319,31,43,39828,09-12-2023,On Time,Legal Notice,Cash
401052,96252,April Webb,184971.71,3699.43,48,50,7398.86,12-10-2023,On Time,Reminder Sent,
162034,48570,Tyler Evans,146965.59,2672.1,7,55,128260.8,20-11-2023,Late,Reminder Sent,Credit Card
629873,79959,Lawrence Burke,72249.1,1416.65,37,51,19833.1,13-09-2024,On Time,Legal Notice,UPI
710333,23400,Connie Allen,158977.06,11355.5,1,14,147621.5,05-08-2023,On Time,Reminder Sent,UPI
506972,92176,Clayton Anderson,233108.48,5180.19,40,45,25900.95,22-08-2023,Defaulted,None,UPI
175686,68419,Belinda Warren,788240.84,19225.39,13,41,538310.92,23-03-2024,Late,Collection Agency,UPI
416836,76472,Destiny Holder,35883.87,1087.39,11,33,23922.58,21-02-2025,Defaulted,Collection Agency,Credit Card
784811,93858,Peter Lewis,101843.32,2036.87,9,50,83511.67,28-02-2025,On Time,Collection Agency,Bank Transfer
969324,72516,Lisa Nichols,359642.78,11988.09,28,30,23976.18,31-05-2025,Defaulted,None,Credit Card
351735,92676,Shane Bond,658214.17,41138.39,12,16,164553.56,19-03-2024,On Time,Legal Notice,UPI
683196,59748,Thomas Stewart,468083.53,9001.61,13,52,351062.79,08-09-2024,Defaulted,Legal Notice,Bank Transfer
921077,13028,Anne King,700898.89,36889.42,6,19,479562.46,17-02-2024,Defaulted,Reminder Sent,Credit Card
805661,25243,Julia Carpenter,582129.1,10395.16,5,56,530153.16,10-11-2023,Late,Legal Notice,Credit Card
240251,25138,David Reyes,232390.83,5958.74,15,39,143009.76,29-01-2024,On Time,None,UPI
781177,73995,Patricia Davis,804729.54,18289.31,1,44,786440.33,19-08-2023,On Time,None,Credit Card
501561,87358,Melissa Perez,312874.4,13036.43,8,24,208582.88,15-12-2023,Defaulted,Reminder Sent,Bank Transfer
951325,93508,Charles Baldwin,935577.03,42526.23,13,22,382736.07,17-03-2025,On Time,Reminder Sent,Bank Transfer
175064,87730,Nicole Middleton,49109.15,1169.27,21,42,24554.67,03-06-2024,Defaulted,Collection Agency,UPI
407722,40802,Kelsey Martin,602033.18,17706.86,31,34,53120.58,21-06-2024,On Time,Legal Notice,Bank Transfer
983939,63282,Kirsten Holmes,42691.26,853.83,20,50,25614.9,07-03-2025,On Time,Reminder Sent,Credit Card
723230,34875,David Clark,279195.33,4732.12,49,59,47321.2,09-10-2023,On Time,Legal Notice,Credit Card
803518,18834,Shawn Archer,911497.43,25319.37,1,36,886177.95,05-02-2024,On Time,Reminder Sent,
619480,89966,Lisa Foster,939845.48,21856.87,30,43,284139.31,21-06-2023,Defaulted,Collection Agency,Bank Transfer
558428,18864,Javier Montoya,655550.34,11111.02,19,59,444440.8,26-06-2023,On Time,Reminder Sent,UPI
868614,30078,Ryan Butler,15887.73,992.98,12,16,3971.92,17-10-2023,,Collection Agency,Bank Transfer
371805,40970,Vernon Garrett,615184.31,26747.14,23,23,0,13-01-2024,On Time,Collection Agency,UPI
286249,47116,Janet Schwartz,174429.97,5285.76,17,33,84572.16,24-04-2024,Defaulted,None,UPI
994827,13986,Jillian Adams,496538.8,23644.7,2,21,449249.3,28-12-2023,Late,Reminder Sent,Credit Card
839787,46794,Gordon Watson,809068.71,13949.46,31,58,376635.42,25-02-2024,Late,None,Bank Transfer
935010,88752,Steven Green,785241.1,15396.88,36,51,230953.2,02-06-2025,On Time,Legal Notice,Bank Transfer
529444,55242,Victor Jackson,478282.45,11387.68,26,42,182202.88,23-06-2023,Late,None,Credit Card
570185,26166,Ann Flowers,484570.62,26920.59,11,18,188444.13,11-08-2024,Late,None,Bank Transfer
225463,61535,Ricardo Simmons,78626.31,1872.05,30,42,22464.6,31-08-2023,On Time,None,UPI
109637,38543,Jessica Miles,980650.13,54480.56,14,18,217922.24,08-01-2025,Late,,Credit Card
697896,47296,Samantha Montoya,225970.1,8369.26,3,27,200862.24,01-04-2024,On Time,None,Cash
541445,81440,Anna Wallace,233370.75,6863.85,29,34,34319.25,05-11-2024,Defaulted,Reminder Sent,Credit Card
614388,65201,Chase Patel,756656.52,17196.74,30,44,240754.36,03-05-2024,On Time,Reminder Sent,Credit Card
154337,15785,Michael Hansen MD,571266.38,19698.84,0,29,571266.36,20-12-2023,Late,Legal Notice,UPI
858381,96559,Courtney Hernandez,733469.8,12224.5,20,60,488980,11-06-2025,Late,,Bank Transfer
508500,31864,William Martinez,264127.26,5390.35,8,49,221004.35,19-04-2025,,None,Bank Transfer
769402,71560,Brandy White,664049.21,18972.83,33,35,37945.66,02-06-2025,Defaulted,None,Credit Card
345224,97224,Richard Myers,909386.93,60625.8,4,15,666883.8,26-09-2023,On Time,Reminder Sent,UPI
574196,56321,Chad Bridges,968025.67,19755.63,34,49,296334.45,14-06-2024,On Time,Collection Agency,UPI
599316,61000,Amanda Chen,730958.64,15552.31,10,47,575435.47,08-02-2024,Defaulted,Legal Notice,Credit Card
879150,41069,Ralph Chapman,800273.71,42119.67,3,19,673914.72,01-07-2024,Defaulted,Collection Agency,UPI
919651,54163,Jose Combs,330239.89,6350.77,51,52,6350.77,01-04-2024,Defaulted,None,Cash
506855,78958,Christopher Carter,716153.66,15237.31,31,47,243796.96,01-12-2024,On Time,Reminder Sent,Bank Transfer
592317,60453,Joe Hernandez,531270.85,12074.34,11,44,398453.22,18-01-2025,On Time,Reminder Sent,UPI
475034,20363,Joanne Austin,502891.33,15715.35,3,32,455745.15,12-06-2024,On Time,Collection Agency,Cash
464465,24842,Christopher Sutton,988182.82,30880.71,20,32,370568.52,08-09-2023,On Time,Legal Notice,Bank Transfer
275191,61955,Heather Mckinney,725899.1,32995.41,3,22,626912.79,03-03-2025,Late,None,Bank Transfer
142749,47267,Bonnie Duke,378644.3,27046.02,0,14,378644.28,16-02-2024,On Time,None,Credit Card
394848,56279,Courtney Hudson,514055.06,9346.46,27,55,261700.88,28-08-2023,Late,Legal Notice,Bank Transfer
719597,19891,Jessica Mercer,596067.59,20554.05,23,29,123324.3,27-10-2024,On Time,Reminder Sent,Cash
757827,24309,Scott Davidson,945135.67,37805.43,2,25,869524.89,16-12-2023,Late,None,Bank Transfer
540459,81624,Margaret Boone,666430.71,55535.89,10,12,111071.78,11-06-2024,Defaulted,None,Bank Transfer
702412,43458,Evelyn Walker,288607.8,9018.99,5,32,243512.73,05-10-2023,,Legal Notice,Credit Card
906793,76125,Christina Wilson,917752.38,23532.11,34,39,117660.55,29-04-2025,Defaulted,Collection Agency,Bank Transfer
249941,51116,Jennifer Johnson,247561.64,20630.14,2,12,206301.4,02-01-2024,On Time,Reminder Sent,Cash
357093,12565,James Forbes,705513.66,20157.53,7,35,564410.84,08-06-2024,On Time,None,Bank Transfer
843192,24960,Norman Hall,93128.23,4233.1,8,22,59263.4,01-07-2024,Defaulted,None,Credit Card
108240,17278,Jean Carrillo,630338.57,13132.05,24,48,315169.2,17-06-2025,Late,None,
607975,50042,Robert Barnett,842100.11,23391.67,16,36,467833.4,27-12-2024,Defaulted,Reminder Sent,Bank Transfer
600142,98074,Jean Morales,103009.23,1872.9,48,55,13110.3,25-11-2023,Late,None,Bank Transfer
712881,31998,Nicole Cobb,566642.59,14911.65,3,38,521907.75,29-06-2023,On Time,Reminder Sent,Cash
759351,22625,Lori Perez,427057.85,12941.15,27,33,77646.9,10-02-2024,On Time,None,Cash
972581,15747,Rachel Martinez,358937.57,13293.98,24,27,39881.94,17-02-2024,Defaulted,None,Bank Transfer
539461,26540,Amanda Watkins,121937.32,2300.7,5,53,110433.6,11-05-2025,Defaulted,Collection Agency,Cash
106042,33898,Terry Vance,811781.02,54118.73,15,15,0,12-10-2024,,Reminder Sent,Credit Card
354526,30603,Benjamin Grant,150246.41,5365.94,15,28,69757.22,15-09-2024,Defaulted,,UPI
390840,66803,Amanda Wilson,384238.11,9852.26,18,39,206897.46,01-07-2024,Late,,UPI
933440,53332,William Reed,851029.46,15473.26,13,55,649876.92,16-03-2025,Late,Collection Agency,UPI
584196,14586,Kelly Travis,317887.65,11773.62,3,27,282566.88,10-06-2025,On Time,Reminder Sent,
790038,17664,Christian Foster,702890.25,15619.78,17,45,437353.84,23-05-2025,Defaulted,Collection Agency,Bank Transfer
371785,75075,Alexis Nguyen,703145.98,20680.76,7,34,558380.52,11-10-2024,Late,Reminder Sent,Credit Card
724891,45896,Stephanie Larson,356975.04,9153.21,6,39,302055.93,21-04-2024,Late,Collection Agency,Credit Card
906442,88810,Larry Gray,145165.77,2419.43,55,60,12097.15,17-10-2024,Defaulted,Reminder Sent,Bank Transfer
675451,82337,Ivan Adams,828725.15,18834.66,43,44,18834.66,05-09-2024,Defaulted,Collection Agency,Credit Card
468636,46830,Kimberly Fisher,13567.38,255.99,24,53,7423.71,15-05-2025,Late,None,UPI
860198,31623,Thomas Wall,717968.16,20513.38,18,35,348727.46,17-12-2024,On Time,Legal Notice,Bank Transfer
713713,79288,Michelle Jones,273750.15,22812.51,11,12,22812.51,06-04-2025,On Time,None,UPI
950324,84477,Sonya Holland,813689.29,13791.34,46,59,179287.42,12-02-2024,Defaulted,Legal Notice,Credit Card
626045,25439,Melinda Williams,268210.65,6541.72,26,41,98125.8,01-05-2024,On Time,Reminder Sent,UPI
269261,75923,Andrew Cervantes,970754.59,22062.6,41,44,66187.8,06-07-2024,Late,Collection Agency,Credit Card
873592,94304,Lauren Burton,899765.36,23678.04,38,38,0,28-08-2024,Late,Reminder Sent,Bank Transfer
755235,64774,Michael Swanson,36270.24,740.21,26,49,17024.83,21-09-2024,Late,Reminder Sent,Cash
495596,25035,William Robinson,561101.19,43161.63,3,13,431616.3,06-06-2025,Defaulted,Legal Notice,
104052,39589,Brian Adams,239318.92,4273.55,42,56,59829.7,17-08-2023,On Time,Legal Notice,Bank Transfer
934393,81369,Theresa Morgan,946730.47,29585.33,8,32,710047.92,24-09-2023,On Time,,
855613,78570,Debra Sutton,475624.53,19024.98,10,25,285374.7,16-06-2024,Late,Reminder Sent,UPI
167566,64119,Robert Massey,804415.07,18707.33,21,43,411561.26,29-07-2024,On Time,Reminder Sent,Cash
668639,86183,Derrick Olson,396673.49,15256.67,9,26,259363.39,30-08-2023,Defaulted,Collection Agency,UPI
875384,10878,David Castro,936854.69,21787.32,4,43,849705.48,25-07-2024,Late,None,Credit Card
472244,17118,Nathaniel Lee,751553.68,23486.05,13,32,446234.95,21-04-2025,On Time,Collection Agency,Credit Card
340284,80218,Michael Brown,632082.91,52673.58,7,12,263367.9,29-01-2024,Defaulted,Reminder Sent,Cash
379233,64102,Scott Humphrey,921519.97,28797.5,8,32,691140,01-06-2025,Defaulted,Legal Notice,Bank Transfer
271104,42055,Erika Poole,389970.79,11469.73,32,34,22939.46,15-05-2025,On Time,Legal Notice,Cash
889111,64764,Melinda Greer,233309.53,7069.99,23,33,70699.9,05-04-2025,On Time,None,Cash
857081,23613,Caitlin Brady,576778.64,10299.62,36,56,205992.4,06-04-2025,Late,Collection Agency,Bank Transfer
679793,49809,Tyler Calhoun,229458.57,4025.59,13,57,177125.96,16-03-2024,Late,Legal Notice,Cash
954460,38926,Kimberly Larson,401636.05,6807.39,58,59,6807.39,06-11-2024,On Time,Collection Agency,Cash
535982,91366,Sierra Barrett,28016.2,737.27,34,38,2949.08,30-03-2025,On Time,Legal Notice,Credit Card
854840,19217,Anthony Patton,625282.67,11579.31,31,54,266324.13,26-11-2024,Defaulted,,Bank Transfer
461514,75611,David Sanchez,602174.65,10564.47,17,57,422578.8,02-05-2025,,Reminder Sent,UPI
155920,82204,Allison Fischer,931179.01,21655.33,17,43,563038.58,08-11-2023,On Time,None,Credit Card
700842,93540,Tyrone Sheppard,70305.94,1673.95,20,42,36826.9,08-11-2023,On Time,Reminder Sent,Cash
573289,88795,Rita Castaneda,35072.68,1524.9,8,23,22873.5,09-09-2023,On Time,Collection Agency,Bank Transfer
910337,63528,Kathleen Thomas,537748.24,9777.24,10,55,439975.8,03-09-2024,Defaulted,,UPI
419978,19057,April Jimenez,127318.43,7489.32,5,17,89871.84,16-04-2025,On Time,Reminder Sent,Credit Card
294174,28164,Julie Smith,414389.1,7534.35,45,55,75343.5,23-08-2023,,Reminder Sent,Credit Card
601238,89350,Nancy Dickson,21184.93,415.39,32,51,7892.41,28-12-2023,On Time,Legal Notice,Cash
860774,72227,Jonathan Patterson,602915.64,31732.4,16,19,95197.2,25-08-2023,Late,Legal Notice,UPI
162577,58495,Gabrielle Schmidt,802190.45,53479.36,8,15,374355.52,20-04-2025,Defaulted,Legal Notice,Bank Transfer
435309,31895,Timothy Carrillo,620625.7,11082.6,25,56,343560.6,09-04-2024,,Reminder Sent,UPI
931331,15583,Tina Sutton,711883.83,18253.43,38,39,18253.43,05-02-2024,Defaulted,Legal Notice,Cash
398281,17658,Leslie Cox MD,268033.19,6091.66,20,44,146199.84,11-11-2024,On Time,Legal Notice,
361330,21426,Kristina Jones,572755.95,24902.43,14,23,224121.87,26-07-2024,Late,Reminder Sent,Cash
147686,54753,Jamie Atkinson,280686.52,6683.01,30,42,80196.12,13-11-2024,On Time,None,Cash
700432,64375,Karl Lopez,180491.12,3281.66,40,55,49224.9,06-12-2023,Defaulted,Collection Agency,UPI
280655,46234,Juan Barnes,243410.41,4967.56,18,49,153994.36,09-12-2024,Late,Legal Notice,Bank Transfer
285390,36699,Jessica Simpson,212654.35,3730.78,31,57,97000.28,27-02-2024,On Time,Collection Agency,UPI
179242,94099,Charles Morales,487292.33,11602.2,4,42,440883.6,26-05-2025,Late,Reminder Sent,UPI
980712,41143,Barbara Benson,543994.23,17548.2,2,31,508897.8,20-04-2025,Late,None,Credit Card
419314,26530,Corey Kerr,327182.21,12583.93,9,26,213926.81,05-07-2024,Defaulted,Collection Agency,Cash
